Chemical_name	CAS_number	InChIKey	Screening_method	Class_1	Class_2	Class_3	MoA_broad	MoA_specific	Molecular_target	Matrix	Sites	MDL	Quant	units
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_O_03	0.5	27.0034	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	33.1802	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_O_BBL	0.5	28.3274	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_R_01	0.5	13.4225	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_R_03	0.5	34.9604	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	36.6941	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_R_BBL	0.5	27.1245	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_T_01	0.5	18.1622	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_T_03	0.5	11.9105	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	14.1611	ng/L
N,N-Dimethyldecan-1-amide	14433-76-2	HNXNKTMIVROLTK-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	PoreWater	Q_T_BBL	0.5	20.5805	ng/L
Tylosin	1401-69-0	WBPYTXDJUQJLPQ-VMXQISHHSA-N	LC-HRMS	veterinary pharmaceutical	antibiotic	macrolide	Antibiotic	Protein biosynthesis inhibition	50 S subunit of bacterial ribosome	PoreWater	Q_R_01	0.5	5.3534	ng/L
Spinosyn A	131929-60-7	SRJQTHAZUNRMPR-UYQKXTDMSA-N	LC-HRMS	pesticide	insecticide	Spinosyn	Neuromuscular system	nAChR agonist	Nicotinic acetylcholine receptor (nAChR)	PoreWater	Q_R_01	0.5	0.5034	ng/L
Ivermectin B1a	71827-03-7	AZSNMRSAGSSBNP-XPNPUAGNSA-N	LC-HRMS	pharmaceutical	anthelmintics	avermectin	Neuroactive	GluCl channel agonist	Glutamate-gated chloride (GluCl) channel	PoreWater	Q_M_01	0.5	11.6099	ng/L
Methiocarb-sulfoxide phenol	22454-92-8	ZHBBDQFXEDCQFI-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	carbamate	unknown	n/a	n/a	PoreWater	Q_M_03	0.5	1.2544	ng/L
2-Amino-9H-pyrido[2,3-b]indole (AalphaC)	26148-68-5	FJTNLJLPLJDTRM-UHFFFAOYSA-N	LC-HRMS	food and beverage	food toxicant	heterocyclic aromatic amine	Nucleic acid damage	DNA adduct formation	DNA	PoreWater	Q_M_01	0.5	0.9318	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_M_BBL	0.5	5.3781	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	5.7599	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_O_BBL	0.5	4.7009	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_R_03	0.5	4.8939	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	4.6847	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_R_BBL	0.5	6.0156	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_T_01	0.5	2.6017	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_T_03	0.5	4.4063	ng/L
Benzyldimethyltetradecylammonium	16287-71-1	WNBGYVXHFTYOBY-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	3.1711	ng/L
N,N-Dimethyldodecylamine	112-18-5	YWFWDNVOPHGWMX-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	alkylamine	unknown	n/a	n/a	PoreWater	Q_O_03	0.5	1.19	ng/L
N,N-Dimethyldodecylamine	112-18-5	YWFWDNVOPHGWMX-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	alkylamine	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	1.0581	ng/L
N,N-Dimethyldodecylamine	112-18-5	YWFWDNVOPHGWMX-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	alkylamine	unknown	n/a	n/a	PoreWater	Q_O_BBL	0.5	3e-4	ng/L
N,N-Dimethyldodecylamine	112-18-5	YWFWDNVOPHGWMX-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	alkylamine	unknown	n/a	n/a	PoreWater	Q_R_03	0.5	1.0633	ng/L
N,N-Dimethyldodecylamine	112-18-5	YWFWDNVOPHGWMX-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	alkylamine	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	1.9224	ng/L
N,N-Dimethyldodecylamine	112-18-5	YWFWDNVOPHGWMX-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	alkylamine	unknown	n/a	n/a	PoreWater	Q_R_BBL	0.5	0.8642	ng/L
N,N-Dimethyldodecylamine	112-18-5	YWFWDNVOPHGWMX-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	alkylamine	unknown	n/a	n/a	PoreWater	Q_T_03	0.5	1.6673	ng/L
Quinoline	91-22-5	SMWDFEZZVXVKRB-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	N-heteroaromatic compound	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	338.0947	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_M_01	0.5	33.1905	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_M_03	0.5	32.5344	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_M_05	0.5	26.7836	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_M_BBL	0.5	29.0479	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_O_01	0.5	32.2789	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_O_03	0.5	28.8877	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_O_05	0.5	38.8033	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_O_BBL	0.5	837450.0074	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_R_01	0.5	228110.3489	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_R_03	0.5	1.1777	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_R_05	0.5	1.1689	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_R_BBL	0.5	68.0042	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_T_01	0.5	40.4968	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_T_03	0.5	32.9124	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_T_05	0.5	50.5029	ng/L
1-Benzylpiperazine	2759-28-6	IQXXEPZFOOTTBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	illicit drug	NA	Neuroactive	Serotonin receptor agonist, Alpha adrenergic receptor antagonist	Serotonin receptors, Dopamine receptors, Alpha-2 adrenergic receptor	PoreWater	Q_T_BBL	0.5	1.1711	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_M_01	0.5	5.6347	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_M_03	0.5	6.4073	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_M_05	0.5	4.738	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_M_BBL	0.5	4.8435	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_O_01	0.5	7.7576	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_O_03	0.5	5.3063	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	6.3972	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_O_BBL	0.5	6.8257	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_R_01	0.5	1.7421	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_R_03	0.5	8.2697	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	6.9256	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_R_BBL	0.5	8.7699	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_T_01	0.5	6.4703	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_T_03	0.5	5.6873	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	6.826	ng/L
Diacetylethylenediamine	871-78-3	WNYIBZHOMJZDKN-UHFFFAOYSA-N	LC-HRMS	personal care and household	bleaching activator	amide	unknown	n/a	n/a	PoreWater	Q_T_BBL	0.5	8.125	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_M_01	0.5	1.6014	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_M_03	0.5	0.9936	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_M_05	0.5	0.7817	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_M_BBL	0.5	1.5457	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_O_01	0.5	0.9682	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_O_03	0.5	0.7582	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	510.3645	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_O_BBL	0.5	1.7935	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_R_01	0.5	0.4269	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_R_03	0.5	0.6514	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	0.6658	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_R_BBL	0.5	0.6759	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_T_01	0.5	0.6613	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_T_03	0.5	1.0374	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	0.7796	ng/L
Tripropylamine	102-69-2	YFTHZRPMJXBUME-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_T_BBL	0.5	0.8238	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_M_01	0.5	3.8154	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_M_03	0.5	4.233	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_M_05	0.5	2.1168	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_M_BBL	0.5	4.3259	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_O_01	0.5	4.7006	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_O_03	0.5	3.5296	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	5.8744	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_O_BBL	0.5	4.0915	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_R_01	0.5	3.016	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_R_03	0.5	5.5973	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	6.6983	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_R_BBL	0.5	6.8225	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_T_01	0.5	6.213	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_T_03	0.5	5.8594	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	4.9433	ng/L
Methyl diethanolamine	105-59-9	CRVGTESFCCXCTH-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	aliphatic amine	unknown	n/a	n/a	PoreWater	Q_T_BBL	0.5	0.0034	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_M_01	0.5	28.5801	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_M_03	0.5	29.1865	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_M_05	0.5	24.8551	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_M_BBL	0.5	26.9639	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_O_01	0.5	28.7509	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_O_03	0.5	29.4209	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	36.0013	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_O_BBL	0.5	29.4343	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_R_01	0.5	10.0926	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_R_03	0.5	29.4682	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	31.1031	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_R_BBL	0.5	31.1568	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_T_01	0.5	26.5891	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_T_03	0.5	24.5714	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	28.0581	ng/L
Tetrabutylammonium	10549-76-5	DZLFLBLQUQXARW-UHFFFAOYSA-N	LC-HRMS	additive	fluid additive	QAC	unknown	n/a	n/a	PoreWater	Q_T_BBL	0.5	29.0891	ng/L
N-Ethyl-3-methylbenzamide	26819-07-8	FPINATACRXASTP-UHFFFAOYSA-N	LC-HRMS	pesticide	insect repellent	insect repellent	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	199.8391	ng/L
Dodecane-12-lactam	947-04-6	JHWNWJKBPDFINM-UHFFFAOYSA-N	LC-HRMS	polymer additive	monomer	amide	unknown	n/a	n/a	PoreWater	Q_M_01	0.5	0.1017	ng/L
Dodecane-12-lactam	947-04-6	JHWNWJKBPDFINM-UHFFFAOYSA-N	LC-HRMS	polymer additive	monomer	amide	unknown	n/a	n/a	PoreWater	Q_M_03	0.5	499.0881	ng/L
